Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Central Europe and the Baltics,CEB,80245.591,74839.397,69487.935,60853.849,56315.34,52631.388,51486.607,50596.507,48396.451,46682.368,44446.178,42643.635,41620.142,41893.313,41339.482,41100.506,41331.443,41456.975,40769.921,39557.175,38894.525,37239.429,36828.922,36739.35,37034.866,37278.528,36970.435,37169.349,36623.55,36516.117
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Early-demographic dividend,EAR,1120646.944,1119414.8285,1130210.3205,1133167.9435,1144499.6265,1158454.653,1167377.311,1169480.3685,1173713.3795,1193943.7715,1190709.6095,1196650.4465,1204330.6305,1220171.9615,1235369.2045,1262113.3075,1289236.3025,1315106.7485,1334802.7805,1331103.8825,1335291.5635,1352344.6085,1362347.1015,1370018.4685,1374724.8305,1383741.8955,1394407.9405,1418503.8075,1425243.1205,1436558.5275
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,East Asia & Pacific,EAS,770565.141,775391.7065,781208.1395,780012.9365,794278.5425,820675.535,836962.464,798748.95,811875.977,847041.522,852565.474,849021.965,832558.242,789339.908,825050.505,812756.764,837105.433,830215.759,820874.637,828368.871,815213.9,860442.248,861533.471,817730.648,826488.376,823976.308,812694.953,835295.475,828346.454,793916.839
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,East Asia & Pacific (excluding high income),EAP,610411.557,616834.1215,624822.3825,625118.6335,636453.1515,665284.147,688906.419,651210.212,663463.961,684372.696,682022.888,670230.847,660397.466,655584.747,670525.219,678391.398,684338.66,682435.43,690608.798,694311.96,693406.357,688545.982,689465.988,684402.663,683817.556,686798.06,692784.827,694528.923,688839.111,671840.317
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,East Asia & Pacific (IDA & IBRD countries),TEA,605832.97,612449.5865,620478.4875,620836.1855,632196.7265,661184.249,685154.026,647426.364,659689.686,680497.276,678289.7,666300.234,656399.313,651569.172,666522.339,674355.735,680303.595,678405.525,686638.205,690326.997,689418.614,684531.154,685445.555,680499.098,680029.561,683260.982,689213.505,690927.958,685262.036,668284.492
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Euro area,EMU,223926.076,216820.717,209739.63,203318.954,200006.003,198054.523,197768.331,197220.979,195027.282,194427.025,195234.349,191671.136,190215.229,186372.232,184771.055,182528.603,180585.793,181528.688,181241.566,180713.005,178887.21,175953.514,175544.548,175361.66,176900.391,178544.729,178936.647,177703.325,173106.221,171590.662
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Europe & Central Asia,ECS,661767.47,642035.536,597782.649,575475.867,559133.29,531973.948,512284.32,489573.875,470324.892,456067.034,449424.937,438064.548,438752.433,434331.211,423006.39,416580.46,413833.745,412743.535,413540.252,407614.478,407951.428,400966.887,404434.429,404916.032,410260.518,411400.573,411903.056,413774.428,408879.093,409491.671
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Europe & Central Asia (excluding high income),ECA,324364.724,316959.478,284815.85,274310.573,262568.296,240522.148,222012.408,200930.091,185646.377,173932.772,169569.906,165191.69,169035.444,168438.398,159417.845,155405.481,154820.935,153372.148,155663.809,151974.833,154331.203,152284.726,156554.739,157188.238,160577.312,159782.062,159704.736,162379.838,162846.001,165324.402
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Europe & Central Asia (IDA & IBRD countries),TEC,370726.877,359099.132,323216.975,308844.981,296964.764,273064.328,253665.043,232605.436,216000.885,203165.547,197394.604,191913.443,195231.852,194864.258,185535.623,181776.521,181699.223,180392.581,182278.079,177908.196,179925.363,176318.162,180345.855,180899.196,184442.89,183784.21,183491.949,186507.018,186794.049,189309.92
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,European Union,EUU,300160.243,287999.033,275176.344,262558.401,257035.067,252255.978,251074.179,249941.181,245948.312,243984.254,243011.138,238099.078,235401.553,231676.528,229541.516,227120.311,225272.697,226397.257,225354.485,223682.152,221507.527,216858.664,216079.887,215764.164,217553.751,219300.478,219505.477,218560.317,213546.601,211925.279
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Fragile and conflict affected situations,FCS,323881.983,326859.1595,329038.7915,327959.0645,335397.6245,337788.171,339316.763,340924.089,350353.249,354973.528,358783.367,352985.698,368375.631,380382.482,384933.175,398508.943,401792.82,412925.005,419237.063,420440.251,427116.963,429733.616,445110.297,453390.697,458244.507,464261.909,478721.932,484991.095,495631.043,497161.32
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Heavily indebted poor countries (HIPC),HPC,247853.797,252315.315,256918.876,258292.642,263294.592,267850.421,270394.934,276546.201,292367.618,294685.054,298495.806,294246.211,312862.76,328682.249,330436.71,348579.554,345954.934,357001.481,369177.979,372289.544,389081.705,391751.632,404186.806,414239.018,419785.23,430069.659,442033.625,444034.625,452018.738,459368.092
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,High income,HIC,747215.976,735410,725861.798,713809.818,717485.481,712045.748,704303.371,701126.163,696742.803,706603.865,708701.631,710091.676,701316.998,658182.446,679009.399,658740.754,675737.792,669732.16,652087.7,649167.167,634640.113,675728.263,672608.754,630643.536,642004.483,637831.785,627680.436,648460.786,645373.199,625705.966
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IBRD only,IBD,1962352.976,1968391.674,1953677.784,1942924.596,1953824.911,1963349.25,1957307.732,1906335.353,1911869.973,1919490.871,1914701.704,1912274.313,1918640.857,1936106.092,1963049.853,1984625.816,1988289.156,1996534.003,2007588.501,1992304.159,2005522.974,2001837.035,2000805.025,1990858.748,1989894.584,1994263.578,2003034.648,2010584.015,1996546.769,1996358.666
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA & IBRD total,IBT,2470974.916,2480194.4965,2471805.2395,2466535.9355,2486519.6915,2507371.149,2506710.758,2464808.7305,2489920.5725,2510765.4715,2510482.7865,2504484.4765,2534107.6045,2577035.4805,2611032.1035,2660981.1845,2673692.7015,2709872.0585,2742666.0755,2734460.1855,2767583.2555,2777805.3495,2796539.9665,2801992.1095,2811816.8455,2833800.3855,2868567.6315,2885809.4585,2890056.5465,2902847.4925
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA blend,IDB,129037.098,129535.551,127976.055,129109.625,131503.943,133752.803,136982.421,140034.204,144373.507,148640.913,148625.688,149327.156,152147.473,158111.856,162128.105,166956.082,173238.454,186349.386,191058.734,192072.658,195562.855,206060.405,211094.978,216417.383,220400.692,226057.825,239782.568,244244.136,250680.197,259471.685
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA only,IDX,379584.842,382267.2715,390151.4005,394501.7145,401190.8375,410269.096,412420.605,418439.1735,433677.0925,442633.6875,447155.3945,442883.0075,463319.2745,482817.5325,485854.1455,509399.2865,512165.0915,526988.6695,544018.8405,550083.3685,566497.4265,569907.9095,584639.9635,594715.9785,601521.5695,613478.9825,625750.4155,630981.3075,642829.5805,647017.1415
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA total,IDA,508621.94,511802.8225,518127.4555,523611.3395,532694.7805,544021.899,549403.026,558473.3775,578050.5995,591274.6005,595781.0825,592210.1635,615466.7475,640929.3885,647982.2505,676355.3685,685403.5455,713338.0555,735077.5745,742156.0265,762060.281500001,775968.3145,795734.9415,811133.3615,821922.2615,839536.8075,865532.9835,875225.4435,893509.7775,906488.8265
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Late-demographic dividend,LTE,1035302.424,1042754.331,1028449.265,1016500.099,1020500.77,1026158.31,1022035.055,976820.072,986954.381,986428.078,986659.53,984463.109,991923.213,999525.248,1017942.547,1026215.049,1019576.108,1012607.034,1018267.826,1016173.517,1030944.857,1016917.995,1013014.493,1004539.388,1005686.53,1011813.077,1018150.361,1012079.34,999988.997,993216.075
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latin America & Caribbean,LCN,551813.041,558121.932,566582.155,569029.081,578641.816,582485.154,567156.487,572234.265,575833.834,578580.102,582568.917,597072.673,619153.086,642536.732,659582.838,667686.414,663600.805,666984.566,665775.26,667854.203,673720.764,669693.79,673189.135,670954.647,675377.337,679050.045,683616.698,685273.959,681004.59,690039.679
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latin America & Caribbean (excluding high income),LAC,504505.98,509232.68,516398.671,518379.798,526821.526,530470.447,515066.78,520011.453,523470.122,525984.014,530120.48,543651.806,564928.393,587131.312,603117.829,610149.367,605429.537,609317.857,606896.058,609445.306,620691.534,616347.715,616372.752,615051.603,619575.49,624158.138,629160.093,631700.157,627625.373,636617.999
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latin America & the Caribbean (IDA & IBRD countries),TLA,542646.768,549070.944,557415.049,560579.603,569630.935,573839.946,558036.534,563251.219,566942.756,570116.053,574235.154,588963.162,611002.377,634270.856,651740.078,660475.099,656169.264,659537.878,658120.122,659637.845,665696.24,661369.047,664917.169,662667.044,667186.792,671366.68,675764.375,677820.141,673494.607,682780.874
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Least developed countries: UN classification,LDC,364170.667,368144.092,376133.397,381137.051,387322.76,397419.467,399276.031,404748.451,421803.107,429454.571,433929.044,430672.893,451148.839,470646.287,474987.414,495255.324,496779.662,512486.836,527993.754,533961.399,550561.31,552383.91,565920.597,574747.495,581755.302,592743.789,605087.879,612255.373,621158.152,626675.129
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Low & middle income,LMY,2391046.252,2402596.6705,2396727.3285,2394079.9275,2413566.0915,2435555.39,2435837.054,2393673.7975,2419864.2125,2441272.7325,2442273.6425,2436379.5855,2465832.7905,2507483.1535,2540292.7135,2588318.0225,2600107.9165,2636659.5245,2668796.6145,2662317.7615,2700970.6995,2712764.0995,2728223.6035,2734567.9255,2744126.5975,2766125.4355,2801746.1755,2819161.9715,2823815.0695,2836253.7065
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Low income,LIC,215146.516,219141.039,225119.11,225254.142,230510.492,234019.376,239477.262,245136.635,258750.74,260520.358,264145.827,259667.904,274361.452,285987.022,290414.28,303785.641,302663.338,314159.085,325663.1,328960.294,340715.684,341307.628,354163.514,359721.96,364063.624,371781.925,382912.869,385580.626,394281.626,396001.065
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Lower middle income,LMC,1033319.966,1035721.2555,1039962.8225,1044986.2925,1053820.5155,1066610.199,1071808.268,1070730.85,1075113.019,1096610.819,1094333.787,1090473.25,1091723.237,1110920.433,1121638.659,1146613.537,1164794.713,1193838.986,1207234.237,1202403.727,1213511.266,1232632.008,1240073.433,1250315.243,1253830.792,1268326.179,1286644.213,1301824.024,1311016.813,1325860.461
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle East & North Africa,MEA,60562.322,59430.887,62175.552,62156.59,62869.417,63477.032,64511.082,66001.06,66588.519,67766.987,67692.13,66946.566,67858.007,68429.339,70370.683,71939.18,73596.285,75203.972,72340.243,71595.314,71344.952,73427.033,74813.962,74780.72,70416.589,69565.98,70359.359,67776.911,66146.64,72188.669
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle East & North Africa (excluding high income),MNA,57188.047,55993.215,58557.307,58383.455,58911.849,59427.847,60360.043,61790.951,62391.302,63597.793,63386.243,62627.578,63473.142,63944.655,65721.317,67112.971,68760.959,70267.222,67571.217,66851.905,66411.98,68246.122,69521.127,68928.327,64588.272,63515.379,64187.747,61489.927,59656.913,65531.332
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle East & North Africa (IDA & IBRD countries),TMN,57188.047,55993.215,58557.307,58383.455,58911.849,59427.847,60360.043,61790.951,62391.302,63597.793,63386.243,62627.578,63473.142,63944.655,65721.317,67112.971,68760.959,70267.222,67571.217,66851.905,66411.98,68246.122,69521.127,68928.327,64588.272,63515.379,64187.747,61489.927,59656.913,65531.332
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle income,MIC,2184414.353,2191358.7135,2180543.5015,2176766.0765,2191087.8745,2209530.144,2205557.712,2157412.8255,2169852.5605,2190244.3525,2187880.5375,2186526.8375,2199939.1945,2228792.6265,2257452.8215,2291890.2585,2304298.5315,2328864.6305,2350331.6125,2340996.3805,2368953.4535,2379984.8075,2381973.5495,2382712.2735,2386673.2045,2402034.7215,2426953.0045,2442533.1695,2438845.6135,2449852.6445
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,North America,NAC,220827.57,221994.41,225428.89,225644.91,230390.78,232410.63,232739.7,231824.48,230881.58,229031.08,226050.3,225983.85,226260.8,224839.05,226441.55,228370.85,228503.68,227995.85,228649.95,224746.55,225204.85,220649.97,218639.28,216109.25,216264.06,215872.11,222035.62,223052.27,226526.43,226198.29
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,OECD members,OED,826088.242,813326.937,804762.565,795607.782999999,798638.627,792918.133,783476.757,780532.801,777159.175,783506.063,786990.364,788577.005,779701.447,736264.766,755603.197,735543.205,751874.108,748302.035,731249.629,729178.71,717014.355,757630.637,751946.42,711235.582,723329.679,720049.258,710795.251,734479.568,737538.037,721608.035
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Other small states,OSS,17058.982,16892.922,16673.756,15985.891,15959.874,16446.808,16712.445,16162.0225,15961.9895,16194.1625,16255.5955,16987.7395,16391.4675,13386.5825,13700.2815,14777.1625,16317.5005,15022.0685,18404.4145,15756.3245,20986.1025,25035.8975,20062.3105,15972.7845,13997.2195,13948.2985,13712.4355,15145.7015,13465.1005,12484.4625
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Pacific island small states,PSS,1055.35,1083.3645,1106.9335,1173.4545,1205.8875,1267.695,1260.852,1256.665,1246.473,1229.092,1219.397,1225.842,1193.689,1198.33,1210.582,1215.777,1219.712,1272.823,1273.545,1251.186,1261.865,1275.827,1282.564,1295.442,906.193,923.147,929.292,957.64,969.92,1018.996
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Post-demographic dividend,PST,745271.533,734723.536,718169.88,704771.47,706993.763,698211.545,686289.733,677956.264,669614.679,678162.595,679134.042,678174.795,668756.364,625047.513,642093.619,619210.908,634512.83,628666.455,609371.408,607323.441,593671.692,635735.075,632828.34,591485.87,601943.756,595919.58,584579.591,604580.554,602457.292,581914.533
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Pre-demographic dividend,PRE,258850.818,263619.126,268441.245,275727.887,282091.307,288008.914,287402.838,293816.171,310073.365,313295.534,318929.226,312434.832,327526.37,347070.883,350512.739,367008.275,360027.982,377984.68,386748.296,385265.245,399610.186,407474.981,420687.915,427403.822,431979.808,440222.027,459340.33,459031.845,468020.765,477044.838
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Small states,SST,20307.008,20462.8205,20458.3235,19870.1965,19842.3325,20585.162,20791.694,20180.6605,19870.0385,20192.4345,19938.4045,20777.3265,19910.4085,17197.4445,17345.2565,18270.6255,19573.0165,18314.1795,21815.3235,19283.4035,24542.6795,28725.5905,23745.5765,19858.7795,17616.2335,17613.5895,17079.0645,18676.1585,16915.0785,16309.8605
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,South Asia,SAS,570428.898,574450.971,577763.481,583611.87,588346.156,593055.07,599431.361,603156.2235,608247.4305,614637.7735,613355.4305,614349.8665,610289.8705,619425.0815,624579.3405,639957.7455,653760.3535,665838.0925,678944.3715,673145.8305,678055.6735,688099.2335,687387.5605,695383.4775,698717.7235,703188.8405,707435.1325,717560.9555,725910.8985,731736.3905
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,South Asia (IDA & IBRD),TSA,570428.898,574450.971,577763.481,583611.87,588346.156,593055.07,599431.361,603156.2235,608247.4305,614637.7735,613355.4305,614349.8665,610289.8705,619425.0815,624579.3405,639957.7455,653760.3535,665838.0925,678944.3715,673145.8305,678055.6735,688099.2335,687387.5605,695383.4775,698717.7235,703188.8405,707435.1325,717560.9555,725910.8985,731736.3905
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sub-Saharan Africa,SSF,324151.356,329130.648,334373.94,334279.841,340469.261,346799.709,350063.751,356578.537,376648.513,378751.029,383821.655,380330.193,397711.05,412961.458,416933.406,437303.113,432999.307,455430.76,469114.081,466589.412,488075.385,499241.631,508922.7,513614.967,516851.607,528684.294,548474.923,551503.459,558938.043,565204.484
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sub-Saharan Africa (excluding high income),SSA,324147.046,329126.205,334369.637,334275.598,340465.113,346795.731,350060.043,356574.867,376645.02,378747.684,383818.695,380327.798,397708.475,412958.96,416931.163,437301.06,432997.472,455428.775,469112.361,466587.927,488073.952,499240.321,508921.437,513613.617,516850.244,528682.956,548473.64,551502.171,558936.773,565203.266
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sub-Saharan Africa (IDA & IBRD countries),TSS,324151.356,329130.648,334373.94,334279.841,340469.261,346799.709,350063.751,356578.537,376648.513,378751.029,383821.655,380330.193,397711.05,412961.458,416933.406,437303.113,432999.307,455430.76,469114.081,466589.412,488075.385,499241.631,508922.7,513614.967,516851.607,528684.294,548474.923,551503.459,558938.043,565204.484
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Upper middle income,UMC,1151094.387,1155637.458,1140580.679,1131779.784,1137267.359,1142919.945,1133749.444,1086681.9755,1094739.5415,1093633.5335,1093546.7505,1096053.5875,1108215.9575,1117872.1935,1135814.1625,1145276.7215,1139503.8185,1135025.6445,1143097.3755,1138592.6535,1155442.1875,1147352.7995,1141900.1165,1132397.0305,1132842.4125,1133708.5425,1140308.7915,1140709.1455,1127828.8005,1123992.1835
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,World,WLD,3165258,3165698,3150293,3135098,3159048,3175663,3168000,3123098,3144925,3176163,3179838,3176128,3196815,3195868,3249780,3278508,3307323,3338240,3352955,3343588,3363128,3416173,3432595,3397175,3418055,3435258,3460148,3497773,3499338,3492335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
